TargetName	GenomeBuild	Run 3 Group 3 19_05_2023 | 001 | Full ROI	Run 3 Group 3 19_05_2023 | 002 | Full ROI	Run 3 Group 3 19_05_2023 | 003 | Full ROI	Run 3 Group 3 19_05_2023 | 004 | Full ROI	Run 3 Group 3 19_05_2023 | 005 | Full ROI	Run 3 Group 3 19_05_2023 | 006 | Full ROI	Run 3 Group 3 19_05_2023 | 007 | Full ROI	Run 3 Group 3 19_05_2023 | 008 | Full ROI	Run 3 Group 3 19_05_2023 | 009 | Full ROI	Run 3 Group 3 19_05_2023 | 010 | Full ROI	Run 3 Group 3 19_05_2023 | 011 | Full ROI	Run 3 Group 3 19_05_2023 | 012 | Full ROI	Run 3 Group 3 19_05_2023 | 013 | Full ROI	Run 3 Group 3 19_05_2023 | 014 | Full ROI	Run 3 Group 3 19_05_2023 | 015 | Full ROI	Run 3 Group 3 19_05_2023 | 016 | Full ROI	Run 3 Group 3 19_05_2023 | 017 | Full ROI	Run 3 Group 3 19_05_2023 | 018 | Full ROI	Run 3 Group 3 19_05_2023 | 019 | Full ROI	Run 3 Group 3 19_05_2023 | 020 | Full ROI	Run 3 Group 3 19_05_2023 | 021 | Full ROI	Run 3 Group 3 19_05_2023 | 022 | Full ROI	Run 3 Group 3 19_05_2023 | 023 | Full ROI	Run 3 Group 3 19_05_2023 | 024 | Full ROI	Run 3 Group 3 19_05_2023 | 025 | Full ROI	Run 3 Group 3 19_05_2023 | 026 | Full ROI	Run 3 Group 3 19_05_2023 | 027 | Full ROI	Run 3 Group 3 19_05_2023 | 028 | Full ROI	C088 and PDC68 | 001 | Full ROI	C088 and PDC68 | 002 | Full ROI	C088 and PDC68 | 003 | Full ROI	C088 and PDC68 | 004 | Full ROI	C088 and PDC68 | 005 | Full ROI	C088 and PDC68 | 006 | Full ROI	C088 and PDC68 | 007 | Full ROI	C088 and PDC68 | 008 | Full ROI	C088 and PDC68 | 009 | Full ROI	C088 and PDC68 | 010 | Full ROI	C088 and PDC68 | 011 | Full ROI	C088 and PDC68 | 012 | Full ROI	C088 and PDC68 | 013 | Full ROI	C088 and PDC68 | 014 | Full ROI	C088 and PDC68 | 015 | Full ROI	C088 and PDC68 | 016 | Full ROI	C088 and PDC68 | 017 | Full ROI	C088 and PDC68 | 018 | Full ROI	C088 and PDC68 | 019 | Full ROI	C088 and PDC68 | 020 | Full ROI	C088 and PDC68 | 021 | Full ROI	C088 and PDC68 | 022 | Full ROI	C088 and PDC68 | 023 | Full ROI	C088 and PDC68 | 024 | Full ROI	C088 and PDC68 | 025 | Full ROI	C088 and PDC68 | 026 | Full ROI	C088 and PDC68 | 027 | Full ROI	C088 and PDC68 | 028 | Full ROI	Slide 8 PDC05 and C041 group A | 001 | Full ROI	Slide 8 PDC05 and C041 group A | 002 | Full ROI	Slide 8 PDC05 and C041 group A | 003 | Full ROI	Slide 8 PDC05 and C041 group A | 004 | Full ROI	Slide 8 PDC05 and C041 group A | 005 | Full ROI	Slide 8 PDC05 and C041 group A | 006 | Full ROI	Slide 8 PDC05 and C041 group A | 007 | Full ROI	Slide 8 PDC05 and C041 group A | 008 | Full ROI	Slide 8 PDC05 and C041 group A | 009 | Full ROI	Slide 8 PDC05 and C041 group A | 010 | Full ROI	Slide 8 PDC05 and C041 group A | 011 | Full ROI	Slide 8 PDC05 and C041 group A | 012 | Full ROI	Slide 8 PDC05 and C041 group A | 013 | Full ROI	Slide 8 PDC05 and C041 group A | 014 | Full ROI	Slide 8 PDC05 and C041 group A | 015 | Full ROI	Slide 8 PDC05 and C041 group A | 016 | Full ROI	Slide 8 PDC05 and C041 group A | 017 | Full ROI	Slide 7 PDC84 and PDC59 group B | 001 | Full ROI	Slide 7 PDC84 and PDC59 group B | 002 | Full ROI	Slide 7 PDC84 and PDC59 group B | 003 | Full ROI	Slide 7 PDC84 and PDC59 group B | 004 | Full ROI	Slide 7 PDC84 and PDC59 group B | 005 | Full ROI	Slide 7 PDC84 and PDC59 group B | 006 | Full ROI	Slide 7 PDC84 and PDC59 group B | 007 | Full ROI	Slide 7 PDC84 and PDC59 group B | 008 | Full ROI	Slide 7 PDC84 and PDC59 group B | 009 | Full ROI	Slide 7 PDC84 and PDC59 group B | 010 | Full ROI	Slide 7 PDC84 and PDC59 group B | 011 | Full ROI	Slide 7 PDC84 and PDC59 group B | 012 | Full ROI	Slide 7 PDC84 and PDC59 group B | 013 | Full ROI	Slide 7 PDC84 and PDC59 group B | 014 | Full ROI	Slide 7 PDC84 and PDC59 group B | 015 | Full ROI	Slide 7 PDC84 and PDC59 group B | 016 | Full ROI	Slide 7 PDC84 and PDC59 group B | 017 | Full ROI	Slide 7 PDC84 and PDC59 group B | 018 | Full ROI	Slide 7 PDC84 and PDC59 group B | 019 | Full ROI	Slide 7 PDC84 and PDC59 group B | 020 | Full ROI	Slide 7 PDC84 and PDC59 group B | 021 | Full ROI	Slide 7 PDC84 and PDC59 group B | 022 | Full ROI
HEMGN	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	2	1	3	5	2	1	1	1	1	2	3	1	4	3	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	2	3	2	1	3	1	5	3	1	1	1	2	1	2	7	1	1	1	1
FCER1A	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	4	1	1	2	1	1	5	1	1	1	1	1	2	2	1	1	1	2	3	1	2	1	1	1	1	1	2	1	1	1	1	2	2	2	1	1	3	2	1	2	1	8	1	1	1	1	1	1	1	1	1	1	1	1
CENPF	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	3	1	1	2	1	6	1	1	3	5	1	1	3	1	1	1	3	1	3	1	2	1	1	1	1	2	1	1	2	1	5	2	3	1	3	4	1	1	2	1	2	3	1	1	1	1	1	1	1	2	1	1	1
ZNF440	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	6	1	1	3	1	1	5	1	5	2	1	2	2	1	1	2	4	1	2	2	3	1	1	1	1	1	3	1	2	1	2	1	3	2	1	1	3	1	4	3	3	4	4	1	1	1	1	1	1	1	1	1	1	1
PLCD4	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5	3	1	6	1	1	5	1	1	6	2	1	1	1	1	2	3	1	1	1	1	4	1	1	1	1	4	1	4	2	1	2	3	4	1	7	9	2	4	3	2	7	2	1	3	3	2	2	1	2	1	1	2	1
ZNF555	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	4	1	1	2	1	1	1	3	1	1	3	1	1	2	2	2	1	1	1	1	4	1	1	1	1	1	2	2	1	5	1	4	5	3	2	3	4	2	2	1	1	3	1	1	1	1	1	1
CXorf38	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	3	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	2	2	1	1	1	1	1	1	2	5	2	1	1	1	3	2	4	2	2	2	3	2	2	1	1	1	1	1	1	1	1	1	1	1
PDXDC1	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	2	5	5	3	1	4	3	4	1	2	1	1	5	2	1	1	3	1	1	2	1	1	1	1	12	3	8	11	3	2	1	6	4	4	2	1	5	3	2	1	2	2	1	1	1	1	1	1	1	1	2	1
MTMR2	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	4	3	1	1	2	1	2	3	1	1	3	1	1	1	1	2	2	4	2	1	3	4	1	1	1	1	4	1	6	2	1	1	5	3	3	4	9	1	6	5	2	7	3	1	1	1	1	2	1	1	1	1	2	1
ENDOV	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	6	2	1	3	1	1	5	1	1	3	4	1	1	1	1	2	1	2	3	1	1	3	1	1	1	1	6	3	1	1	5	2	2	1	3	4	3	3	3	4	1	5	3	1	1	3	1	1	2	1	1	1	1	1
C15orf65	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	3	2	1	1	1	1	1	1	1	2	1	1	2	4	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	2	3	1	2	3	3	1	4	2	1	1	1	1	1	1	1	1	1	1
MYO1C	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	5	1	2	2	1	2	5	4	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	5	1	4	2	2	1	2	8	1	5	4	3	1	5	1	3	2	2	1	2	1	1	1	1	1	1	1	1
TOX3	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	5	1	1	2	1	1	5	3	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	4	2	2	2	2	1	3	1	3	1	1	1	1	1	1	1	1	1	2	1	1
POM121L2	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1	1	1	1	1	2	2	1	1	2	1	1	2	1	1	2	1	2	3	1	1	1	1	1	1	3	1	1	1	1
IL37	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	1	2	1	1	3	1	2	1	2	1	1	2	1	3	1	1	1	1	2	1	1	1	1	1	2	3	1	4	1	1	1	2	1	3	4	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
UBE2H	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	1	1	6	1	1	1	2	2	4	3	1	1	3	3	1	4	5	1	1	1	2	1	1	1	1	5	2	7	3	1	1	2	2	2	5	3	1	3	1	2	1	3	1	2	1	1	1	1	4	1	1	1	1
ZNF534	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	1	1	3	1	2	4	2	1	2	4	1	3	2	1	1	1	1	1	2	1	4	1	1	1	1	3	2	3	1	1	2	4	1	2	3	5	4	5	3	2	1	3	1	1	1	1	1	2	2	1	2	2	1
PEAK3	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	4	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	5	2	2	3	2	3	1	4	1	1	1	1	2	1	2	1	1	1	1
TNPO1	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	3	3	1	5	2	1	4	4	3	3	2	3	7	4	4	1	2	1	5	4	3	4	1	1	1	1	6	1	8	8	4	2	6	3	1	4	6	1	4	2	5	4	2	1	1	1	2	1	1	6	2	1	3	2
SIL1	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	11	4	1	1	3	1	2	3	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	7	1	1	3	1	1	3	3	1	4	6	3	5	2	1	8	3	1	1	1	1	1	1	1	1	1	2	1
CDKN2A	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	3	1	3	4	2	1	2	1	3	5	3	3	2	3	1	2	5	4	1	3	2	1	1	1	1	1	1	1	5	1	1	1	1	6	4	2	4	4	2	3	2	4	3	1	1	1	1	1	2	1	1	1	1	1
PMS1	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	2	1	1	2	1	1	4	4	2	1	1	1	2	1	1	1	6	1	1	3	2	2	1	1	1	1	2	1	5	1	1	2	3	3	1	6	3	2	1	1	3	5	2	2	1	1	1	1	1	2	1	1	1	2
ADIPOR1	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	1	1	3	2	1	3	1	1	5	1	1	2	2	2	1	3	2	3	1	1	3	1	1	1	1	4	1	5	5	1	1	1	5	1	2	3	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1
MGAT3	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	5	1	1	4	2	2	3	2	2	3	4	1	1	1	1	1	4	1	1	4	1	2	1	1	1	1	9	2	8	4	1	1	3	3	3	4	4	1	2	3	2	3	2	1	1	1	1	2	2	1	1	1	2	1
OPLAH	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	6	1	1	5	1	1	1	1	2	4	1	1	3	1	1	1	4	5	1	1	2	1	1	1	1	1	3	1	2	1	1	1	3	2	1	3	4	1	2	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1
MRPL37	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	3	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	5	2	3	1	1	2	1	3	2	6	1	2	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1
TNFRSF14	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	3	1	1	1	5	1	5	2	1	5	3	1	3	1	2	1	1	1	1	2	3	4	1	1	1	1	1	1	1	4	1	2	2	6	1	6	1	1	1	3	1	2	6	1	1	1	1	2	1	1	1	1	3	2
NCR1	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	2	1	1	2	1	1	1	1	1	3	1	1	1	1	2	2	1	1	4	1	1	1	1	4	1	2	1	1	3	2	3	1	2	5	2	2	5	1	1	2	1	1	1	2	1	1	1	1	1	1	1
TRAPPC2	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	1	2	3	2	1	4	1	3	3	3	1	1	1	1	1	1	1	1	1	4	1	1	2	1	1	1	1	2	3	4	1	3	3	1	9	5	1	1	2	1	1	1	1	1	1	2	1
IL1RL1	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	1	1	1	1	1	9	1	1	2	1	1	3	1	1	1	1	1	2	2	3	2	1	1	1	1	1	1	3	4	2	1	2	3	3	4	1	1	2	1	3	2	2	1	1	1	1	1	1	1	1	1	1	1
CPEB1	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	1	1	3	1	1	3	1	1	3	1	1	1	2	1	2	3	1	1	1	1	6	1	1	1	1	8	1	3	2	3	2	5	3	3	4	3	1	1	3	1	1	1	1	1	1	1	2	5	4	1	1	1	1
ZSCAN9	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	8	1	1	1	1	1	2	2	4	3	3	1	2	3	4	1	1	4	1	1	1	1	1	3	1	3	3	1	1	6	4	3	5	3	6	3	3	5	1	4	1	2	1	1	1	2	4	1	1	2	1
TCF20	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	1	3	1	2	1	1	6	1	1	3	1	1	1	1	1	1	2	2	2	2	2	3	1	1	1	1	11	4	8	3	2	1	4	2	2	5	3	3	2	2	3	9	2	1	1	1	2	1	1	2	1	1	1	1
HIGD1A	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	13	15	3	5	8	9	7	5	12	5	7	3	2	11	6	3	3	3	3	4	4	8	5	1	1	1	1	44	11	29	20	7	5	12	8	6	11	12	7	12	3	3	8	5	1	3	5	2	2	3	7	3	3	2	3
TMEM216	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	4	1	1	2	2	1	3	2	1	1	1	1	1	4	3	2	1	1	1	1	1	1	1	1	1	1	2	3	3	1	2	2	5	3	1	1	1	1	2	2	1	1	1	1	1	3	1	1	1	1	1
CENPB	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	7	1	2	4	2	3	3	2	3	2	1	4	2	1	2	3	3	4	2	1	3	1	1	1	1	1	3	2	4	1	1	7	6	6	3	4	6	4	3	4	4	3	5	2	3	2	1	1	4	2	1	1	1	1
FOLR1	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	6	2	1	6	1	2	1	1	2	2	4	3	2	3	3	1	1	1	1	1	1	2	1	1	2	2	5	2	1	3	4	1	2	3	1	10	3	1	1	1	1	1	1	2	1	1	1	2
TANK	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	3	1	1	2	1	1	1	1	1	4	3	1	1	1	2	2	4	1	1	4	3	1	1	1	1	1	5	3	6	4	3	5	3	4	1	6	3	1	4	2	3	5	2	1	1	2	1	1	1	2	1	1	1	1
USP7	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	6	3	1	1	1	1	3	1	1	4	1	2	1	1	1	4	1	1	1	1	1	1	1	1	1	1	5	1	3	3	1	1	1	1	2	6	4	1	4	3	2	3	5	1	1	2	1	1	2	1	1	1	1	1
CPA1	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	2	1	1	1	1	4	1	1	1	1	1	3	1	1	2	1	1	1	3	1	1	1	1	1	1	2	2	5	2	1	1	5	1	2	2	1	2	1	2	1	1	3	1	1	2	1	2	2	1	1	1	1	1
RIIAD1	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	1	1	1	1	3	1	1	1	1	1	1	3	1	1	1	1	2	1	1	1	3	1	1	1	1	2	1	1	2	2	1	3	3	1	3	5	2	3	3	1	3	5	2	1	1	1	1	1	1	1	1	1	1
C1GALT1C1L	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	4	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	2	1	3	1	1	1	1	1	1	3	1	1	2	2	1	5	1	1	4	4	1	1	2	1	2	1	1	1	1	1	2	1	2	1	1	1	1
TNF	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	4	1	1	1	2	1	4	1	2	1	1	1	2	1	1	3	1	2	1	1	1	1	1	1	1	1	1	1	1	3	2	1	3	2	2	2	4	2	3	2	1	1	1	1	3	2	2	1	1	2	1
OR52I1	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	3	1	1	1	1	1	4	2	1	2	1	1	1	1	2	2	4	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	4	2	1	3	1	1	2	2	2	4	2	3	1	1	1	1	3	1	1	1	1	1
EMSY	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	4	2	1	3	1	1	6	1	2	3	1	1	2	1	1	1	3	1	1	3	1	1	1	1	1	1	7	1	3	1	1	4	1	3	1	3	4	1	1	4	4	1	1	1	1	1	1	1	2	1	2	1	1	1
ZNF217	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	5	1	1	3	1	1	4	1	1	3	1	2	1	1	4	1	3	4	1	3	1	1	1	1	1	1	3	1	1	2	1	1	3	5	1	7	6	4	3	6	3	1	1	1	1	1	2	1	1	1	1	1	1	2
RNF139	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	1	2	2	3	4	1	2	1	3	1	1	2	3	1	1	2	4	2	4	2	1	1	1	1	1	1	3	1	2	2	3	1	1	3	3	11	3	2	6	5	3	3	7	1	1	3	1	1	4	2	1	1	1	1
CNN3	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	4	2	1	2	2	1	1	2	1	2	1	1	2	1	1	2	1	2	1	1	1	3	1	1	1	1	5	1	1	3	3	2	2	1	1	5	4	1	2	6	3	3	2	1	1	1	1	1	1	1	1	1	1	1
PRRX2	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	3	2	1	2	1	1	3	1	1	2	2	4	4	1	1	2	2	2	1	2	1	4	1	1	1	1	5	1	3	2	1	1	3	1	2	2	3	1	3	6	1	1	2	1	1	1	1	1	1	1	1	1	1	2
GOLPH3	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	1	1	1	1	1	1	3	2	4	1	1	1	1	1	2	1	2	1	1	2	6	1	1	1	1	12	2	9	4	3	1	2	2	1	4	4	1	2	1	2	2	2	1	2	1	1	1	2	3	1	1	1	1
OST4	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9	9	6	2	9	3	1	2	6	4	5	2	4	3	2	1	3	5	3	1	2	5	3	1	1	1	1	14	4	12	13	5	3	8	1	1	8	5	9	3	4	3	3	5	1	3	2	4	1	4	5	1	1	1	2
NFKBIZ	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	2	1	1	1	1	1	3	1	1	1	2	3	2	1	2	1	1	3	3	1	2	3	1	1	1	1	1	1	3	1	1	2	3	2	1	2	5	1	2	6	1	7	6	1	1	1	1	1	1	2	1	1	3	1
CSNK1E	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	8	4	1	5	1	2	2	3	3	5	2	1	4	6	1	1	4	1	2	4	3	4	1	1	1	1	18	10	14	13	3	3	10	2	5	6	7	3	7	4	1	7	16	1	2	1	1	2	1	2	1	1	1	4
HUWE1	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	5	4	1	2	1	2	1	3	3	1	2	2	3	1	3	4	5	2	1	4	7	4	1	1	1	1	11	4	9	7	2	2	8	1	1	6	5	3	3	6	2	7	4	4	1	4	2	1	1	2	1	1	1	2
MARCHF1	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	3	1	3	2	3	1	1	2	3	1	5	2	1	1	1	3	1	1	1	1	2	1	1	4	1	1	1	2	1	6	4	1	2	5	1	1	3	1	1	1	1	1	1	1	1	1	1	1
KDM3A	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	5	2	1	4	1	1	1	2	3	3	1	1	2	1	7	2	3	2	1	1	1	1	1	4	3	9	5	2	4	4	7	1	4	3	2	3	5	2	1	6	1	1	1	2	1	1	2	2	1	1	1
